,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,32617242.03821655,14080890.704310894,0.0,1602951.5186733955,0,0.0,0.0
1,32934210.191082798,14343438.972082108,0.0,1602951.5186733955,0,0.0,0.0
2,31641955.414012734,13245756.889668785,0.0,1602951.5186733955,0,0.0,0.0
3,30497212.738853503,12234100.51602574,0.0,1602951.5186733955,0,0.0,0.0
4,29162289.171974517,11135104.351464942,0.0,1602951.5186733955,0,0.0,0.0
5,29078780.254777063,11375610.087996352,0.0,1602951.5186733955,0,0.0,0.0
6,30380787.898089174,13112322.049367256,0.0,1602951.5186733955,0,0.0,0.0
7,30012007.643312097,12875256.834641412,0.0,1602951.5186733955,0,0.0,0.0
8,31246964.331210196,15219547.210224444,0.0,1602951.5186733955,0,0.0,0.0
9,34609264.96815287,19971574.403225694,1227844.4032256939,2462859.168199912,0,0.0,0.0
10,37901466.87898088,23569005.529259317,4825275.529259317,4982281.446620706,0,0.0,0.0
11,40745036.94267516,26829959.88998942,8086229.889989421,7266055.833816598,0,0.0,0.0
12,42556022.29299362,29475904.606481485,10732174.606481485,9119114.817478033,0,0.0,0.0
13,42622463.694267504,32336847.91422807,13593117.91422807,11122745.756976461,0,0.0,0.0
14,42239663.69426751,32063317.625440247,13319587.625440247,10931181.754984096,0,0.0,0.0
15,42520668.15286624,32448114.116775937,13704384.116775937,11200669.847727146,0,0.0,0.0
16,46126180.89171974,34314971.528150864,15571241.528150864,12508103.399078753,0,0.0,0.0
17,48059686.62420384,32973808.22443433,14230078.224434331,11584959.928110361,0,0.0,0.0
18,46360249.68152866,31885721.64789711,13141991.64789711,12827389.864829846,0,0.0,0.0
19,44100022.92993631,28333441.753600657,9589711.753600657,9589711.753600657,0,0.0,0.0
20,41203421.656050965,24112737.715284258,5369007.715284258,5369766.630616328,0,0.0,0.0
21,38332421.65605094,21569798.414750364,2826068.4147503637,3582158.2011689916,0,0.0,0.0
22,34873811.464968145,17964896.473403595,0.0,1602951.5186733955,0,0.0,0.0
23,32677587.89808917,15651139.303091932,0.0,1602951.5186733955,0,0.0,0.0
24,32398412.101910822,16358096.683771875,0.0,2369443.8132386343,0,0.0,0.0
25,32591640.764331196,16900462.363372143,0.0,2369443.8132386343,0,0.0,0.0
26,32044870.700636942,17192410.34861315,0.0,2369443.8132386343,0,0.0,0.0
27,32015002.54777069,18821633.731918454,77903.73191845417,2430984.1509046694,0,0.0,0.0
28,31791905.732484065,19398607.28058567,654877.280585669,2886766.513763981,0,0.0,0.0
29,32675149.68152866,21197311.211201057,2453581.211201057,4307659.255682488,0,0.0,0.0
30,36375752.86624203,24513689.405938685,5769959.405938685,6927444.327674472,0,0.0,0.0
31,41563668.152866244,30455111.73136056,11711381.731360558,11610087.843443831,0,0.0,0.0
32,45550152.22929936,33817297.48229414,15073567.482294142,14182001.754929686,0,0.0,0.0
33,48978894.26751592,36076280.52412452,17332550.524124518,15910017.498700216,0,0.0,0.0
34,50652120.382165596,38690139.76715227,19946409.767152272,17909496.839763492,0,0.0,0.0
35,51464046.49681527,38767836.261420675,20024106.261420675,17968931.002324875,0,0.0,0.0
36,52183320.38216561,36982120.90542116,18238390.90542116,16602942.771373095,0,0.0,0.0
37,51973024.203821644,35424838.541553706,16681108.541553706,15411695.031824447,0,0.0,0.0
38,51173289.17197451,33667823.6832411,14924093.6832411,14067661.331269158,0,0.0,0.0
39,51547555.41401274,33870261.67056543,15126531.670565426,14222516.867037246,0,0.0,0.0
40,54388687.26114648,39381261.4618258,20637531.461825803,18438172.419501152,0,0.0,0.0
41,56229540.76433121,40494808.69959632,21751078.699596323,19289983.664945714,0,0.0,0.0
42,54953134.39490445,39495011.26223074,20751281.26223074,18525185.66497963,0,0.0,0.0
43,51873666.87898089,35793683.373617515,17049953.373617515,16441676.877116226,0,0.0,0.0
44,47884135.03184713,30995445.578062866,12251715.578062866,12251715.578062866,0,0.0,0.0
45,42944308.280254774,25675865.719680432,6932135.719680432,7845509.752961164,0,0.0,0.0
46,37621071.9745223,21472000.3458398,2728270.3458397985,4524650.941222716,0,0.0,0.0
47,33583385.35031847,17791035.66560476,0.0,2369443.8132386343,0,0.0,0.0
48,32886664.96815287,17093443.312281426,0.0,2213108.2272690567,0,0.0,0.0
49,32455100.636942677,16681583.034144623,0.0,2213108.2272690567,0,0.0,0.0
50,32235051.592356674,16111481.421932016,0.0,2213108.2272690567,0,0.0,0.0
51,31765694.904458597,15819442.066889284,0.0,2213108.2272690567,0,0.0,0.0
52,31557836.94267516,14863444.774504207,0.0,2213108.2272690567,0,0.0,0.0
53,32248461.783439487,14872007.683694907,0.0,2213108.2272690567,0,0.0,0.0
54,36194105.73248408,19345386.898344003,601656.8983440027,2027871.5928273145,0,0.0,0.0
55,42229910.82802547,25434416.679277968,6690686.679277968,6690686.679277968,0,0.0,0.0
56,45947581.5286624,28135677.991547886,9391947.991547886,9113954.25607834,0,0.0,0.0
57,48409570.70063694,30228442.99998492,11484712.99998492,10599395.323770983,0,0.0,0.0
58,49337921.65605094,31187052.537135728,12443322.537135728,11279814.753867012,0,0.0,0.0
59,49753028.0254777,31301347.139951386,12557617.139951386,11360940.869868353,0,0.0,0.0
60,50249205.095541395,31769147.53463201,13025417.534632009,11692984.79976012,0,0.0,0.0
61,49798135.03184715,31072040.15380345,12328310.15380345,11198179.15846752,0,0.0,0.0
62,49747542.038216546,30934761.638864804,12191031.638864804,11100739.100467887,0,0.0,0.0
63,50323570.70063695,31750904.8037035,13007174.803703502,11680036.140164409,0,0.0,0.0
64,53726711.464968145,35227485.88638306,16483755.886383057,14147707.519681806,0,0.0,0.0
65,56175900.0,37734767.31222049,18991037.31222049,15927371.640205026,0,0.0,0.0
66,55081140.7643312,36721766.74593556,17978036.74593556,15208345.54951205,0,0.0,0.0
67,52820304.45859872,34617225.79522264,15873495.79522264,13714545.937885022,0,0.0,0.0
68,49161150.95541401,30803557.964115456,12059827.964115456,11007610.953772422,0,0.0,0.0
69,44448078.34394903,26194838.819717187,7451108.819717187,7709132.119997727,0,0.0,0.0
70,39571645.22292994,21724525.08286373,2980795.0828637294,4411777.095370355,0,0.0,0.0
71,36397087.26114649,19074736.783078678,331006.78307867795,2457262.652130177,0,0.0,0.0
72,36680529.93630573,20264480.362030864,1520750.3620308638,4488548.817652344,0,0.0,0.0
73,36139855.414012745,20129888.056546353,1386158.0565463528,4383446.442148864,0,0.0,0.0
74,35391322.929936305,20833350.25216333,2089620.2521633282,4932776.120172296,0,0.0,0.0
75,34959149.04458599,21869269.87943717,3125539.879437171,5741719.939547542,0,0.0,0.0
76,34749462.42038216,24432942.04142484,5689212.041424841,7743677.133661097,0,0.0,0.0
77,36189229.29936305,26475406.941095807,7731676.941095807,9338626.50365015,0,0.0,0.0
78,40156207.6433121,31548449.44957915,12804719.44957915,13300136.909110079,0,0.0,0.0
79,46402308.91719745,39637244.80734729,20893514.80734729,19421639.205229968,0,0.0,0.0
80,49417773.248407625,42790306.97507453,24046576.97507453,21778404.2824302,0,0.0,0.0
81,50842301.27388535,43636429.98158306,24892699.98158306,22410841.274369504,0,0.0,0.0
82,51012976.433121026,44459275.28393164,25715545.283931643,23025879.281663585,0,0.0,0.0
83,51584128.66242038,43719770.006359786,24976040.006359786,22473134.00742663,0,0.0,0.0
84,51826731.21019108,39029365.9714554,20285635.971455403,18967278.480515245,0,0.0,0.0
85,51759680.25477705,36532719.015493795,17788989.015493795,17101152.77702178,0,0.0,0.0
86,51117819.74522292,35638030.58071271,16894300.580712713,16432415.42079425,0,0.0,0.0
87,51476847.13375795,35525466.59562968,16781736.595629677,16348279.157415269,0,0.0,0.0
88,54703826.75159236,38350031.87863659,19606301.87863659,18459508.325491343,0,0.0,0.0
89,57108517.83439489,40479381.785320625,21735651.785320625,20051096.829066526,0,0.0,0.0
90,56148470.06369425,39651148.185784996,20907418.185784996,19432031.324070025,0,0.0,0.0
91,53897386.62420381,37719985.44250723,18976255.44250723,18202490.078839462,0,0.0,0.0
92,50315036.94267516,34296096.485178895,15552366.485178895,15552366.485178895,0,0.0,0.0
93,45824451.5923567,29892143.857187353,11148413.857187353,12006737.173564948,0,0.0,0.0
94,41099797.4522293,27066882.059211116,8323152.059211116,9800506.101754474,0,0.0,0.0
95,37532077.07006368,25287939.911290575,6544209.911290575,8411340.168704694,0,0.0,0.0
96,37533905.73248408,27393286.42446261,8649556.424462609,11525326.272159234,0,0.0,0.0
97,37007860.50955414,28858011.88974735,10114281.889747351,12687606.176816167,0,0.0,0.0
98,35919806.36942674,28941225.033335425,10197495.033335425,12753636.956568437,0,0.0,0.0
99,35074354.77707006,28309341.075262193,9565611.075262193,12252228.300850943,0,0.0,0.0
