,CCGT_DerCap,CCGT_Cap,OCGT_DerCap,OCGT_Cap,Coal_DerCap,Coal_Cap,Nuclear_DerCap,Nuclear_Cap,Wind Offshore_DerCap,Wind Offshore_Cap,Wind Onshore_DerCap,Wind Onshore_Cap,Solar_DerCap,Solar_Cap,Hydro_DerCap,Hydro_Cap,Biomass_DerCap,Biomass_Cap,BECCS_DerCap,BECCS_Cap,Hydrogen_DerCap,Hydrogen_Cap
0,21773600.0,25616000.0,196880.0,214000.0,25002560.0,28412000.0,8219070.0,10147000.0,321888.0,1341200.0,945880.0,5564000.0,1332.0,111000.0,1196160.0,1424000.0,72160.0,82000.0,0.0,0.0,0.0,0.0
